Vardas                        Pavarde                       Galutinis balas (vidurkis)    
Vardenis8536                  Pavardenis8536                5.48                          
Vardenis8537                  Pavardenis8537                4.76                          
Vardenis8538                  Pavardenis8538                4.60                          
Vardenis8539                  Pavardenis8539                6.04                          
Vardenis854                   Pavardenis854                 4.16                          
Vardenis8540                  Pavardenis8540                5.40                          
Vardenis8541                  Pavardenis8541                5.56                          
Vardenis8542                  Pavardenis8542                6.12                          
Vardenis8543                  Pavardenis8543                4.52                          
Vardenis8544                  Pavardenis8544                5.00                          
Vardenis8545                  Pavardenis8545                5.08                          
Vardenis8546                  Pavardenis8546                5.72                          
Vardenis8547                  Pavardenis8547                5.24                          
Vardenis8548                  Pavardenis8548                5.72                          
Vardenis8549                  Pavardenis8549                4.76                          
Vardenis855                   Pavardenis855                 3.52                          
Vardenis8550                  Pavardenis8550                4.92                          
Vardenis8551                  Pavardenis8551                5.72                          
Vardenis8552                  Pavardenis8552                6.04                          
Vardenis8553                  Pavardenis8553                4.68                          
Vardenis8554                  Pavardenis8554                5.00                          
Vardenis8555                  Pavardenis8555                5.64                          
Vardenis8556                  Pavardenis8556                4.52                          
Vardenis8557                  Pavardenis8557                5.08                          
Vardenis8558                  Pavardenis8558                4.12                          
Vardenis8559                  Pavardenis8559                5.48                          
Vardenis856                   Pavardenis856                 2.48                          
Vardenis8560                  Pavardenis8560                4.52                          
Vardenis8561                  Pavardenis8561                4.04                          
Vardenis8562                  Pavardenis8562                4.36                          
Vardenis8563                  Pavardenis8563                5.24                          
Vardenis8564                  Pavardenis8564                4.44                          
Vardenis8565                  Pavardenis8565                5.56                          
Vardenis8566                  Pavardenis8566                5.80                          
Vardenis8567                  Pavardenis8567                4.76                          
Vardenis8568                  Pavardenis8568                6.04                          
Vardenis8569                  Pavardenis8569                5.80                          
Vardenis857                   Pavardenis857                 2.56                          
Vardenis8570                  Pavardenis8570                5.32                          
Vardenis8571                  Pavardenis8571                4.84                          
Vardenis8572                  Pavardenis8572                5.48                          
Vardenis8573                  Pavardenis8573                5.88                          
Vardenis8574                  Pavardenis8574                5.00                          
Vardenis8575                  Pavardenis8575                6.04                          
Vardenis8576                  Pavardenis8576                5.00                          
Vardenis8577                  Pavardenis8577                4.84                          
Vardenis8578                  Pavardenis8578                5.88                          
Vardenis8579                  Pavardenis8579                4.60                          
Vardenis858                   Pavardenis858                 3.20                          
Vardenis8580                  Pavardenis8580                5.64                          
Vardenis8581                  Pavardenis8581                5.32                          
Vardenis8582                  Pavardenis8582                5.40                          
Vardenis8583                  Pavardenis8583                5.56                          
Vardenis8584                  Pavardenis8584                6.52                          
Vardenis8585                  Pavardenis8585                5.48                          
Vardenis8586                  Pavardenis8586                5.56                          
Vardenis8587                  Pavardenis8587                5.24                          
Vardenis8588                  Pavardenis8588                4.92                          
Vardenis8589                  Pavardenis8589                5.72                          
Vardenis859                   Pavardenis859                 4.24                          
Vardenis8590                  Pavardenis8590                4.12                          
Vardenis8591                  Pavardenis8591                5.32                          
Vardenis8592                  Pavardenis8592                5.48                          
Vardenis8593                  Pavardenis8593                5.24                          
Vardenis8594                  Pavardenis8594                5.00                          
Vardenis8595                  Pavardenis8595                5.64                          
Vardenis8596                  Pavardenis8596                4.84                          
Vardenis8597                  Pavardenis8597                4.44                          
Vardenis8598                  Pavardenis8598                4.44                          
Vardenis8599                  Pavardenis8599                5.24                          
Vardenis86                    Pavardenis86                  3.20                          
Vardenis860                   Pavardenis860                 3.52                          
Vardenis8600                  Pavardenis8600                5.56                          
Vardenis8601                  Pavardenis8601                5.72                          
Vardenis8602                  Pavardenis8602                4.68                          
Vardenis8603                  Pavardenis8603                6.28                          
Vardenis8604                  Pavardenis8604                4.84                          
Vardenis8605                  Pavardenis8605                5.24                          
Vardenis8606                  Pavardenis8606                5.24                          
Vardenis8607                  Pavardenis8607                5.56                          
Vardenis8608                  Pavardenis8608                4.76                          
Vardenis8609                  Pavardenis8609                5.32                          
Vardenis861                   Pavardenis861                 3.92                          
Vardenis8610                  Pavardenis8610                4.84                          
Vardenis8611                  Pavardenis8611                4.52                          
Vardenis8612                  Pavardenis8612                4.36                          
Vardenis8613                  Pavardenis8613                5.08                          
Vardenis8614                  Pavardenis8614                4.76                          
Vardenis8615                  Pavardenis8615                5.32                          
Vardenis8616                  Pavardenis8616                5.56                          
Vardenis8617                  Pavardenis8617                5.00                          
Vardenis8618                  Pavardenis8618                5.72                          
Vardenis8619                  Pavardenis8619                4.76                          
Vardenis862                   Pavardenis862                 2.24                          
Vardenis8620                  Pavardenis8620                4.60                          
Vardenis8621                  Pavardenis8621                5.16                          
Vardenis8622                  Pavardenis8622                4.92                          
Vardenis8623                  Pavardenis8623                5.08                          
Vardenis8624                  Pavardenis8624                5.64                          
Vardenis8625                  Pavardenis8625                5.08                          
Vardenis8626                  Pavardenis8626                4.76                          
Vardenis8627                  Pavardenis8627                5.72                          
Vardenis8628                  Pavardenis8628                6.20                          
Vardenis8629                  Pavardenis8629                5.32                          
Vardenis863                   Pavardenis863                 3.76                          
Vardenis8630                  Pavardenis8630                5.88                          
Vardenis8631                  Pavardenis8631                5.56                          
Vardenis8632                  Pavardenis8632                4.84                          
Vardenis8633                  Pavardenis8633                5.00                          
Vardenis8634                  Pavardenis8634                5.40                          
Vardenis8635                  Pavardenis8635                4.84                          
Vardenis8636                  Pavardenis8636                4.68                          
Vardenis8637                  Pavardenis8637                5.08                          
Vardenis8638                  Pavardenis8638                5.32                          
Vardenis8639                  Pavardenis8639                4.68                          
Vardenis864                   Pavardenis864                 3.84                          
Vardenis8640                  Pavardenis8640                5.16                          
Vardenis8641                  Pavardenis8641                5.88                          
Vardenis8642                  Pavardenis8642                5.96                          
Vardenis8643                  Pavardenis8643                6.04                          
Vardenis8644                  Pavardenis8644                4.36                          
Vardenis8645                  Pavardenis8645                5.72                          
Vardenis8646                  Pavardenis8646                5.64                          
Vardenis8647                  Pavardenis8647                6.12                          
Vardenis8648                  Pavardenis8648                4.92                          
Vardenis8649                  Pavardenis8649                4.60                          
Vardenis865                   Pavardenis865                 3.60                          
Vardenis8650                  Pavardenis8650                5.40                          
Vardenis8651                  Pavardenis8651                5.24                          
Vardenis8652                  Pavardenis8652                4.76                          
Vardenis8653                  Pavardenis8653                5.88                          
Vardenis8654                  Pavardenis8654                4.60                          
Vardenis8655                  Pavardenis8655                5.00                          
Vardenis8656                  Pavardenis8656                4.60                          
Vardenis8657                  Pavardenis8657                5.08                          
Vardenis8658                  Pavardenis8658                5.64                          
Vardenis8659                  Pavardenis8659                5.96                          
Vardenis866                   Pavardenis866                 3.20                          
Vardenis8660                  Pavardenis8660                5.72                          
Vardenis8661                  Pavardenis8661                5.00                          
Vardenis8662                  Pavardenis8662                5.72                          
Vardenis8663                  Pavardenis8663                5.24                          
Vardenis8664                  Pavardenis8664                5.80                          
Vardenis8665                  Pavardenis8665                5.24                          
Vardenis8666                  Pavardenis8666                5.72                          
Vardenis8667                  Pavardenis8667                4.76                          
Vardenis8668                  Pavardenis8668                4.52                          
Vardenis8669                  Pavardenis8669                5.00                          
Vardenis867                   Pavardenis867                 3.60                          
Vardenis8670                  Pavardenis8670                5.48                          
Vardenis8671                  Pavardenis8671                4.44                          
Vardenis8672                  Pavardenis8672                5.56                          
Vardenis8673                  Pavardenis8673                5.40                          
Vardenis8674                  Pavardenis8674                5.48                          
Vardenis8675                  Pavardenis8675                4.52                          
Vardenis8676                  Pavardenis8676                6.12                          
Vardenis8677                  Pavardenis8677                4.60                          
Vardenis8678                  Pavardenis8678                6.20                          
Vardenis8679                  Pavardenis8679                4.36                          
Vardenis868                   Pavardenis868                 3.28                          
Vardenis8680                  Pavardenis8680                5.32                          
Vardenis8681                  Pavardenis8681                5.64                          
Vardenis8682                  Pavardenis8682                5.88                          
Vardenis8683                  Pavardenis8683                5.64                          
Vardenis8684                  Pavardenis8684                4.68                          
Vardenis8685                  Pavardenis8685                4.68                          
Vardenis8686                  Pavardenis8686                5.16                          
Vardenis8687                  Pavardenis8687                5.00                          
Vardenis8688                  Pavardenis8688                5.48                          
Vardenis8689                  Pavardenis8689                4.92                          
Vardenis869                   Pavardenis869                 2.96                          
Vardenis8690                  Pavardenis8690                5.72                          
Vardenis8691                  Pavardenis8691                4.36                          
Vardenis8692                  Pavardenis8692                5.80                          
Vardenis8693                  Pavardenis8693                4.28                          
Vardenis8694                  Pavardenis8694                5.32                          
Vardenis8695                  Pavardenis8695                5.00                          
Vardenis8696                  Pavardenis8696                4.68                          
Vardenis8697                  Pavardenis8697                4.28                          
Vardenis8698                  Pavardenis8698                5.80                          
Vardenis8699                  Pavardenis8699                5.08                          
Vardenis87                    Pavardenis87                  3.52                          
Vardenis870                   Pavardenis870                 3.12                          
Vardenis8700                  Pavardenis8700                5.56                          
Vardenis8701                  Pavardenis8701                4.60                          
Vardenis8702                  Pavardenis8702                4.76                          
Vardenis8703                  Pavardenis8703                5.08                          
Vardenis8704                  Pavardenis8704                5.96                          
Vardenis8705                  Pavardenis8705                5.08                          
Vardenis8706                  Pavardenis8706                4.92                          
Vardenis8707                  Pavardenis8707                4.60                          
Vardenis8708                  Pavardenis8708                5.64                          
Vardenis8709                  Pavardenis8709                5.16                          
Vardenis871                   Pavardenis871                 3.28                          
Vardenis8710                  Pavardenis8710                5.40                          
Vardenis8711                  Pavardenis8711                4.28                          
Vardenis8712                  Pavardenis8712                5.40                          
Vardenis8713                  Pavardenis8713                5.80                          
Vardenis8714                  Pavardenis8714                4.84                          
Vardenis8715                  Pavardenis8715                5.24                          
Vardenis8716                  Pavardenis8716                4.68                          
Vardenis8717                  Pavardenis8717                6.04                          
Vardenis8718                  Pavardenis8718                5.88                          
Vardenis8719                  Pavardenis8719                5.16                          
Vardenis872                   Pavardenis872                 3.04                          
Vardenis8720                  Pavardenis8720                5.72                          
Vardenis8721                  Pavardenis8721                5.40                          
Vardenis8722                  Pavardenis8722                5.80                          
Vardenis8723                  Pavardenis8723                4.68                          
Vardenis8724                  Pavardenis8724                4.28                          
Vardenis8725                  Pavardenis8725                5.40                          
Vardenis8726                  Pavardenis8726                4.76                          
Vardenis8727                  Pavardenis8727                5.40                          
Vardenis8728                  Pavardenis8728                5.72                          
Vardenis8729                  Pavardenis8729                4.92                          
Vardenis873                   Pavardenis873                 3.20                          
Vardenis8730                  Pavardenis8730                4.68                          
Vardenis8731                  Pavardenis8731                5.32                          
Vardenis8732                  Pavardenis8732                5.80                          
Vardenis8733                  Pavardenis8733                5.08                          
Vardenis8734                  Pavardenis8734                4.44                          
Vardenis8735                  Pavardenis8735                5.72                          
Vardenis8736                  Pavardenis8736                4.84                          
Vardenis8737                  Pavardenis8737                5.48                          
Vardenis8738                  Pavardenis8738                5.24                          
Vardenis8739                  Pavardenis8739                5.32                          
Vardenis874                   Pavardenis874                 3.92                          
Vardenis8740                  Pavardenis8740                6.12                          
Vardenis8741                  Pavardenis8741                4.60                          
Vardenis8742                  Pavardenis8742                6.04                          
Vardenis8743                  Pavardenis8743                5.40                          
Vardenis8744                  Pavardenis8744                4.76                          
Vardenis8745                  Pavardenis8745                5.72                          
Vardenis8746                  Pavardenis8746                5.48                          
Vardenis8747                  Pavardenis8747                4.60                          
Vardenis8748                  Pavardenis8748                6.60                          
Vardenis8749                  Pavardenis8749                4.12                          
Vardenis875                   Pavardenis875                 3.76                          
Vardenis8750                  Pavardenis8750                6.20                          
Vardenis8751                  Pavardenis8751                5.08                          
Vardenis8752                  Pavardenis8752                5.08                          
Vardenis8753                  Pavardenis8753                5.40                          
Vardenis8754                  Pavardenis8754                5.32                          
Vardenis8755                  Pavardenis8755                6.28                          
Vardenis8756                  Pavardenis8756                4.52                          
Vardenis8757                  Pavardenis8757                4.76                          
Vardenis8758                  Pavardenis8758                5.00                          
Vardenis8759                  Pavardenis8759                6.04                          
Vardenis876                   Pavardenis876                 2.96                          
Vardenis8760                  Pavardenis8760                5.80                          
Vardenis8761                  Pavardenis8761                4.52                          
Vardenis8762                  Pavardenis8762                5.16                          
Vardenis8763                  Pavardenis8763                5.56                          
Vardenis8764                  Pavardenis8764                4.52                          
Vardenis8765                  Pavardenis8765                5.40                          
Vardenis8766                  Pavardenis8766                5.32                          
Vardenis8767                  Pavardenis8767                5.56                          
Vardenis8768                  Pavardenis8768                5.32                          
Vardenis8769                  Pavardenis8769                4.76                          
Vardenis877                   Pavardenis877                 4.08                          
Vardenis8770                  Pavardenis8770                5.24                          
Vardenis8771                  Pavardenis8771                5.24                          
Vardenis8772                  Pavardenis8772                5.48                          
Vardenis8773                  Pavardenis8773                4.76                          
Vardenis8774                  Pavardenis8774                5.40                          
Vardenis8775                  Pavardenis8775                5.16                          
Vardenis8776                  Pavardenis8776                5.40                          
Vardenis8777                  Pavardenis8777                5.64                          
Vardenis8778                  Pavardenis8778                4.68                          
Vardenis8779                  Pavardenis8779                5.40                          
Vardenis878                   Pavardenis878                 4.00                          
Vardenis8780                  Pavardenis8780                5.48                          
Vardenis8781                  Pavardenis8781                5.32                          
Vardenis8782                  Pavardenis8782                5.72                          
Vardenis8783                  Pavardenis8783                5.96                          
Vardenis8784                  Pavardenis8784                4.84                          
Vardenis8785                  Pavardenis8785                5.56                          
Vardenis8786                  Pavardenis8786                5.08                          
Vardenis8787                  Pavardenis8787                5.08                          
Vardenis8788                  Pavardenis8788                5.32                          
Vardenis8789                  Pavardenis8789                5.16                          
Vardenis879                   Pavardenis879                 3.60                          
Vardenis8790                  Pavardenis8790                5.88                          
Vardenis8791                  Pavardenis8791                5.72                          
Vardenis8792                  Pavardenis8792                5.08                          
Vardenis8793                  Pavardenis8793                5.80                          
Vardenis8794                  Pavardenis8794                5.32                          
Vardenis8795                  Pavardenis8795                5.16                          
Vardenis8796                  Pavardenis8796                6.12                          
Vardenis8797                  Pavardenis8797                5.80                          
Vardenis8798                  Pavardenis8798                5.08                          
Vardenis8799                  Pavardenis8799                4.52                          
Vardenis88                    Pavardenis88                  2.88                          
Vardenis880                   Pavardenis880                 3.60                          
Vardenis8800                  Pavardenis8800                5.32                          
Vardenis8801                  Pavardenis8801                4.44                          
Vardenis8802                  Pavardenis8802                5.80                          
Vardenis8803                  Pavardenis8803                6.36                          
Vardenis8804                  Pavardenis8804                4.84                          
Vardenis8805                  Pavardenis8805                5.16                          
Vardenis8806                  Pavardenis8806                5.08                          
Vardenis8807                  Pavardenis8807                4.92                          
Vardenis8808                  Pavardenis8808                6.44                          
Vardenis8809                  Pavardenis8809                4.68                          
Vardenis881                   Pavardenis881                 3.12                          
Vardenis8810                  Pavardenis8810                4.68                          
Vardenis8811                  Pavardenis8811                4.44                          
Vardenis8812                  Pavardenis8812                5.56                          
Vardenis8813                  Pavardenis8813                4.76                          
Vardenis8814                  Pavardenis8814                5.56                          
Vardenis8815                  Pavardenis8815                4.36                          
Vardenis8816                  Pavardenis8816                5.16                          
Vardenis8817                  Pavardenis8817                5.56                          
Vardenis8818                  Pavardenis8818                4.76                          
Vardenis8819                  Pavardenis8819                5.48                          
Vardenis882                   Pavardenis882                 2.72                          
Vardenis8820                  Pavardenis8820                5.56                          
Vardenis8821                  Pavardenis8821                4.44                          
Vardenis8822                  Pavardenis8822                4.76                          
Vardenis8823                  Pavardenis8823                5.16                          
Vardenis8824                  Pavardenis8824                4.92                          
Vardenis8825                  Pavardenis8825                5.40                          
Vardenis8826                  Pavardenis8826                4.92                          
Vardenis8827                  Pavardenis8827                4.84                          
Vardenis8828                  Pavardenis8828                5.40                          
Vardenis8829                  Pavardenis8829                4.92                          
Vardenis883                   Pavardenis883                 3.60                          
Vardenis8830                  Pavardenis8830                5.56                          
Vardenis8831                  Pavardenis8831                5.00                          
Vardenis8832                  Pavardenis8832                6.12                          
Vardenis8833                  Pavardenis8833                4.76                          
Vardenis8834                  Pavardenis8834                5.16                          
Vardenis8835                  Pavardenis8835                4.60                          
Vardenis8836                  Pavardenis8836                5.48                          
Vardenis8837                  Pavardenis8837                4.92                          
Vardenis8838                  Pavardenis8838                5.32                          
Vardenis8839                  Pavardenis8839                5.32                          
Vardenis884                   Pavardenis884                 3.28                          
Vardenis8840                  Pavardenis8840                5.64                          
Vardenis8841                  Pavardenis8841                5.08                          
Vardenis8842                  Pavardenis8842                4.44                          
Vardenis8843                  Pavardenis8843                5.96                          
Vardenis8844                  Pavardenis8844                5.00                          
Vardenis8845                  Pavardenis8845                5.16                          
Vardenis8846                  Pavardenis8846                4.68                          
Vardenis8847                  Pavardenis8847                4.76                          
Vardenis8848                  Pavardenis8848                4.92                          
Vardenis8849                  Pavardenis8849                4.36                          
Vardenis885                   Pavardenis885                 3.92                          
Vardenis8850                  Pavardenis8850                4.52                          
Vardenis8851                  Pavardenis8851                5.72                          
Vardenis8852                  Pavardenis8852                5.80                          
Vardenis8853                  Pavardenis8853                5.32                          
Vardenis8854                  Pavardenis8854                4.60                          
Vardenis8855                  Pavardenis8855                4.44                          
Vardenis8856                  Pavardenis8856                5.48                          
Vardenis8857                  Pavardenis8857                4.92                          
Vardenis8858                  Pavardenis8858                5.80                          
Vardenis8859                  Pavardenis8859                5.56                          
Vardenis886                   Pavardenis886                 2.48                          
Vardenis8860                  Pavardenis8860                5.00                          
Vardenis8861                  Pavardenis8861                5.64                          
Vardenis8862                  Pavardenis8862                5.32                          
Vardenis8863                  Pavardenis8863                5.00                          
Vardenis8864                  Pavardenis8864                4.84                          
Vardenis8865                  Pavardenis8865                5.56                          
Vardenis8866                  Pavardenis8866                5.08                          
Vardenis8867                  Pavardenis8867                5.96                          
Vardenis8868                  Pavardenis8868                5.72                          
Vardenis8869                  Pavardenis8869                4.76                          
Vardenis887                   Pavardenis887                 3.28                          
Vardenis8870                  Pavardenis8870                4.92                          
Vardenis8871                  Pavardenis8871                4.84                          
Vardenis8872                  Pavardenis8872                4.52                          
Vardenis8873                  Pavardenis8873                5.80                          
Vardenis8874                  Pavardenis8874                4.44                          
Vardenis8875                  Pavardenis8875                5.64                          
Vardenis8876                  Pavardenis8876                4.04                          
Vardenis8877                  Pavardenis8877                4.92                          
Vardenis8878                  Pavardenis8878                5.08                          
Vardenis8879                  Pavardenis8879                5.32                          
Vardenis888                   Pavardenis888                 3.76                          
Vardenis8880                  Pavardenis8880                5.80                          
Vardenis8881                  Pavardenis8881                4.60                          
Vardenis8882                  Pavardenis8882                4.92                          
Vardenis8883                  Pavardenis8883                5.32                          
Vardenis8884                  Pavardenis8884                5.64                          
Vardenis8885                  Pavardenis8885                4.60                          
Vardenis8886                  Pavardenis8886                5.00                          
Vardenis8887                  Pavardenis8887                5.32                          
Vardenis8888                  Pavardenis8888                5.24                          
Vardenis8889                  Pavardenis8889                5.96                          
Vardenis889                   Pavardenis889                 3.28                          
Vardenis8890                  Pavardenis8890                5.88                          
Vardenis8891                  Pavardenis8891                5.48                          
Vardenis8892                  Pavardenis8892                5.56                          
Vardenis8893                  Pavardenis8893                6.12                          
Vardenis8894                  Pavardenis8894                5.96                          
Vardenis8895                  Pavardenis8895                5.16                          
Vardenis8896                  Pavardenis8896                5.96                          
Vardenis8897                  Pavardenis8897                5.48                          
Vardenis8898                  Pavardenis8898                4.92                          
Vardenis8899                  Pavardenis8899                4.92                          
Vardenis89                    Pavardenis89                  3.52                          
Vardenis890                   Pavardenis890                 4.08                          
Vardenis8900                  Pavardenis8900                5.24                          
Vardenis8901                  Pavardenis8901                5.24                          
Vardenis8902                  Pavardenis8902                4.84                          
Vardenis8903                  Pavardenis8903                5.56                          
Vardenis8904                  Pavardenis8904                5.08                          
Vardenis8905                  Pavardenis8905                5.24                          
Vardenis8906                  Pavardenis8906                4.92                          
Vardenis8907                  Pavardenis8907                5.00                          
Vardenis8908                  Pavardenis8908                5.56                          
Vardenis8909                  Pavardenis8909                4.28                          
Vardenis891                   Pavardenis891                 3.12                          
Vardenis8910                  Pavardenis8910                4.92                          
Vardenis8911                  Pavardenis8911                5.88                          
Vardenis8912                  Pavardenis8912                4.04                          
Vardenis8913                  Pavardenis8913                5.16                          
Vardenis8914                  Pavardenis8914                5.08                          
Vardenis8915                  Pavardenis8915                5.64                          
Vardenis8916                  Pavardenis8916                5.72                          
Vardenis8917                  Pavardenis8917                5.24                          
Vardenis8918                  Pavardenis8918                4.76                          
Vardenis8919                  Pavardenis8919                4.20                          
Vardenis892                   Pavardenis892                 3.92                          
Vardenis8920                  Pavardenis8920                5.40                          
Vardenis8921                  Pavardenis8921                5.32                          
Vardenis8922                  Pavardenis8922                4.52                          
Vardenis8923                  Pavardenis8923                4.68                          
Vardenis8924                  Pavardenis8924                4.68                          
Vardenis8925                  Pavardenis8925                5.16                          
Vardenis8926                  Pavardenis8926                5.64                          
Vardenis8927                  Pavardenis8927                5.88                          
Vardenis8928                  Pavardenis8928                4.92                          
Vardenis8929                  Pavardenis8929                5.96                          
Vardenis893                   Pavardenis893                 3.52                          
Vardenis8930                  Pavardenis8930                6.04                          
Vardenis8931                  Pavardenis8931                5.56                          
Vardenis8932                  Pavardenis8932                5.96                          
Vardenis8933                  Pavardenis8933                5.16                          
Vardenis8934                  Pavardenis8934                5.40                          
Vardenis8935                  Pavardenis8935                5.48                          
Vardenis8936                  Pavardenis8936                5.00                          
Vardenis8937                  Pavardenis8937                5.08                          
Vardenis8938                  Pavardenis8938                5.08                          
Vardenis8939                  Pavardenis8939                5.24                          
Vardenis894                   Pavardenis894                 3.84                          
Vardenis8940                  Pavardenis8940                4.04                          
Vardenis8941                  Pavardenis8941                6.36                          
Vardenis8942                  Pavardenis8942                5.08                          
Vardenis8943                  Pavardenis8943                5.08                          
Vardenis8944                  Pavardenis8944                4.84                          
Vardenis8945                  Pavardenis8945                5.16                          
Vardenis8946                  Pavardenis8946                4.60                          
Vardenis8947                  Pavardenis8947                4.60                          
Vardenis8948                  Pavardenis8948                4.52                          
Vardenis8949                  Pavardenis8949                5.88                          
Vardenis895                   Pavardenis895                 3.04                          
Vardenis8950                  Pavardenis8950                5.00                          
Vardenis8951                  Pavardenis8951                5.88                          
Vardenis8952                  Pavardenis8952                5.32                          
Vardenis8953                  Pavardenis8953                4.76                          
Vardenis8954                  Pavardenis8954                5.64                          
Vardenis8955                  Pavardenis8955                5.24                          
Vardenis8956                  Pavardenis8956                5.00                          
Vardenis8957                  Pavardenis8957                4.36                          
Vardenis8958                  Pavardenis8958                5.32                          
Vardenis8959                  Pavardenis8959                5.40                          
Vardenis896                   Pavardenis896                 3.52                          
Vardenis8960                  Pavardenis8960                5.48                          
Vardenis8961                  Pavardenis8961                5.24                          
Vardenis8962                  Pavardenis8962                5.56                          
Vardenis8963                  Pavardenis8963                5.40                          
Vardenis8964                  Pavardenis8964                5.72                          
Vardenis8965                  Pavardenis8965                5.32                          
Vardenis8966                  Pavardenis8966                5.24                          
Vardenis8967                  Pavardenis8967                5.96                          
Vardenis8968                  Pavardenis8968                5.48                          
Vardenis8969                  Pavardenis8969                5.24                          
Vardenis897                   Pavardenis897                 2.40                          
Vardenis8970                  Pavardenis8970                5.48                          
Vardenis8971                  Pavardenis8971                4.84                          
Vardenis8972                  Pavardenis8972                5.96                          
Vardenis8973                  Pavardenis8973                4.28                          
Vardenis8974                  Pavardenis8974                5.32                          
Vardenis8975                  Pavardenis8975                5.08                          
Vardenis8976                  Pavardenis8976                4.84                          
Vardenis8977                  Pavardenis8977                6.52                          
