Vardas                        Pavarde                       Galutinis balas (vidurkis)    
Vardenis685                   Pavardenis685                 3.92                          
Vardenis6850                  Pavardenis6850                4.76                          
Vardenis6852                  Pavardenis6852                4.52                          
Vardenis6859                  Pavardenis6859                4.76                          
Vardenis686                   Pavardenis686                 3.76                          
Vardenis6866                  Pavardenis6866                4.52                          
Vardenis6868                  Pavardenis6868                4.60                          
Vardenis687                   Pavardenis687                 3.28                          
Vardenis6870                  Pavardenis6870                4.12                          
Vardenis6873                  Pavardenis6873                4.36                          
Vardenis6876                  Pavardenis6876                4.68                          
Vardenis6877                  Pavardenis6877                4.84                          
Vardenis688                   Pavardenis688                 3.68                          
Vardenis6881                  Pavardenis6881                4.84                          
Vardenis6884                  Pavardenis6884                4.20                          
Vardenis6886                  Pavardenis6886                4.52                          
Vardenis6888                  Pavardenis6888                4.76                          
Vardenis689                   Pavardenis689                 2.32                          
Vardenis6891                  Pavardenis6891                4.76                          
Vardenis6898                  Pavardenis6898                4.84                          
Vardenis69                    Pavardenis69                  2.64                          
Vardenis690                   Pavardenis690                 3.36                          
Vardenis6907                  Pavardenis6907                4.92                          
Vardenis6909                  Pavardenis6909                3.88                          
Vardenis691                   Pavardenis691                 3.12                          
Vardenis6914                  Pavardenis6914                4.84                          
Vardenis6917                  Pavardenis6917                4.28                          
Vardenis6919                  Pavardenis6919                4.68                          
Vardenis692                   Pavardenis692                 3.12                          
Vardenis6925                  Pavardenis6925                4.68                          
Vardenis6927                  Pavardenis6927                4.68                          
Vardenis6928                  Pavardenis6928                4.60                          
Vardenis693                   Pavardenis693                 4.16                          
Vardenis6932                  Pavardenis6932                4.52                          
Vardenis6933                  Pavardenis6933                4.60                          
Vardenis6934                  Pavardenis6934                4.36                          
Vardenis6936                  Pavardenis6936                4.92                          
Vardenis694                   Pavardenis694                 4.24                          
Vardenis6942                  Pavardenis6942                4.52                          
Vardenis6946                  Pavardenis6946                4.68                          
Vardenis6947                  Pavardenis6947                4.60                          
Vardenis6949                  Pavardenis6949                3.80                          
Vardenis695                   Pavardenis695                 3.12                          
Vardenis6951                  Pavardenis6951                4.52                          
Vardenis6958                  Pavardenis6958                4.28                          
Vardenis696                   Pavardenis696                 2.80                          
Vardenis6962                  Pavardenis6962                3.88                          
Vardenis6963                  Pavardenis6963                4.76                          
Vardenis6965                  Pavardenis6965                4.76                          
Vardenis6969                  Pavardenis6969                4.28                          
Vardenis697                   Pavardenis697                 3.92                          
Vardenis6970                  Pavardenis6970                4.36                          
Vardenis6973                  Pavardenis6973                4.12                          
Vardenis6979                  Pavardenis6979                4.68                          
Vardenis698                   Pavardenis698                 3.44                          
Vardenis6980                  Pavardenis6980                4.84                          
Vardenis6985                  Pavardenis6985                4.76                          
Vardenis6988                  Pavardenis6988                4.20                          
Vardenis699                   Pavardenis699                 2.80                          
Vardenis6990                  Pavardenis6990                4.60                          
Vardenis6995                  Pavardenis6995                4.84                          
Vardenis6997                  Pavardenis6997                4.36                          
Vardenis7                     Pavardenis7                   3.84                          
Vardenis70                    Pavardenis70                  4.48                          
Vardenis700                   Pavardenis700                 4.56                          
Vardenis7000                  Pavardenis7000                4.92                          
Vardenis7007                  Pavardenis7007                4.84                          
Vardenis701                   Pavardenis701                 2.96                          
Vardenis7010                  Pavardenis7010                4.36                          
Vardenis7011                  Pavardenis7011                4.36                          
Vardenis7014                  Pavardenis7014                4.92                          
Vardenis7015                  Pavardenis7015                4.68                          
Vardenis7019                  Pavardenis7019                4.68                          
Vardenis702                   Pavardenis702                 3.12                          
Vardenis7022                  Pavardenis7022                4.92                          
Vardenis7025                  Pavardenis7025                4.76                          
Vardenis7026                  Pavardenis7026                4.04                          
Vardenis7029                  Pavardenis7029                4.76                          
Vardenis703                   Pavardenis703                 2.16                          
Vardenis7031                  Pavardenis7031                4.92                          
Vardenis7034                  Pavardenis7034                4.60                          
Vardenis7035                  Pavardenis7035                4.60                          
Vardenis7036                  Pavardenis7036                4.84                          
Vardenis704                   Pavardenis704                 3.28                          
Vardenis7041                  Pavardenis7041                4.52                          
Vardenis7043                  Pavardenis7043                4.20                          
Vardenis705                   Pavardenis705                 2.64                          
Vardenis7051                  Pavardenis7051                4.60                          
Vardenis7052                  Pavardenis7052                4.92                          
Vardenis7055                  Pavardenis7055                4.84                          
Vardenis7056                  Pavardenis7056                4.52                          
Vardenis7057                  Pavardenis7057                4.84                          
Vardenis7058                  Pavardenis7058                4.68                          
Vardenis706                   Pavardenis706                 2.96                          
Vardenis7060                  Pavardenis7060                4.68                          
Vardenis7066                  Pavardenis7066                4.52                          
Vardenis7068                  Pavardenis7068                4.28                          
Vardenis707                   Pavardenis707                 3.52                          
Vardenis7074                  Pavardenis7074                4.84                          
Vardenis7077                  Pavardenis7077                4.92                          
Vardenis708                   Pavardenis708                 3.44                          
Vardenis7082                  Pavardenis7082                4.92                          
Vardenis7085                  Pavardenis7085                4.52                          
Vardenis7087                  Pavardenis7087                4.04                          
Vardenis7088                  Pavardenis7088                4.44                          
Vardenis7089                  Pavardenis7089                4.92                          
Vardenis709                   Pavardenis709                 3.36                          
Vardenis7091                  Pavardenis7091                4.76                          
Vardenis7092                  Pavardenis7092                4.28                          
Vardenis7093                  Pavardenis7093                4.44                          
Vardenis7095                  Pavardenis7095                4.68                          
Vardenis7096                  Pavardenis7096                4.20                          
Vardenis7097                  Pavardenis7097                4.92                          
Vardenis7099                  Pavardenis7099                4.92                          
Vardenis71                    Pavardenis71                  3.36                          
Vardenis710                   Pavardenis710                 3.92                          
Vardenis7100                  Pavardenis7100                4.92                          
Vardenis7101                  Pavardenis7101                4.68                          
Vardenis7107                  Pavardenis7107                4.92                          
Vardenis7108                  Pavardenis7108                4.84                          
Vardenis7109                  Pavardenis7109                4.92                          
Vardenis711                   Pavardenis711                 3.52                          
Vardenis7110                  Pavardenis7110                4.52                          
Vardenis7119                  Pavardenis7119                4.92                          
Vardenis712                   Pavardenis712                 3.52                          
Vardenis7124                  Pavardenis7124                4.60                          
Vardenis713                   Pavardenis713                 3.28                          
Vardenis7130                  Pavardenis7130                4.52                          
Vardenis7132                  Pavardenis7132                4.92                          
Vardenis7133                  Pavardenis7133                4.92                          
Vardenis7137                  Pavardenis7137                4.76                          
Vardenis7138                  Pavardenis7138                4.68                          
Vardenis714                   Pavardenis714                 3.76                          
Vardenis7142                  Pavardenis7142                4.92                          
Vardenis7148                  Pavardenis7148                4.84                          
Vardenis715                   Pavardenis715                 2.56                          
Vardenis7153                  Pavardenis7153                4.84                          
Vardenis7156                  Pavardenis7156                4.44                          
Vardenis7157                  Pavardenis7157                4.44                          
Vardenis7158                  Pavardenis7158                4.44                          
Vardenis7159                  Pavardenis7159                4.92                          
Vardenis716                   Pavardenis716                 3.20                          
Vardenis7162                  Pavardenis7162                4.20                          
Vardenis7167                  Pavardenis7167                4.84                          
Vardenis7169                  Pavardenis7169                4.36                          
Vardenis717                   Pavardenis717                 2.72                          
Vardenis7170                  Pavardenis7170                4.92                          
Vardenis7173                  Pavardenis7173                4.04                          
Vardenis7176                  Pavardenis7176                4.92                          
Vardenis7177                  Pavardenis7177                4.92                          
Vardenis7178                  Pavardenis7178                4.68                          
Vardenis718                   Pavardenis718                 3.36                          
Vardenis7180                  Pavardenis7180                4.28                          
Vardenis7188                  Pavardenis7188                4.52                          
Vardenis719                   Pavardenis719                 3.84                          
Vardenis7191                  Pavardenis7191                4.44                          
Vardenis7194                  Pavardenis7194                4.60                          
Vardenis7196                  Pavardenis7196                4.20                          
Vardenis72                    Pavardenis72                  3.68                          
Vardenis720                   Pavardenis720                 4.08                          
Vardenis7200                  Pavardenis7200                4.84                          
Vardenis7205                  Pavardenis7205                4.36                          
Vardenis721                   Pavardenis721                 3.20                          
Vardenis7211                  Pavardenis7211                4.76                          
Vardenis7212                  Pavardenis7212                4.76                          
Vardenis7215                  Pavardenis7215                4.76                          
Vardenis7217                  Pavardenis7217                4.84                          
Vardenis7219                  Pavardenis7219                4.76                          
Vardenis722                   Pavardenis722                 3.76                          
Vardenis7221                  Pavardenis7221                4.76                          
Vardenis723                   Pavardenis723                 3.68                          
Vardenis7232                  Pavardenis7232                4.60                          
Vardenis7236                  Pavardenis7236                4.76                          
Vardenis7237                  Pavardenis7237                4.84                          
Vardenis7239                  Pavardenis7239                4.92                          
Vardenis724                   Pavardenis724                 3.20                          
Vardenis7241                  Pavardenis7241                4.84                          
Vardenis7248                  Pavardenis7248                3.88                          
Vardenis7249                  Pavardenis7249                4.76                          
Vardenis725                   Pavardenis725                 2.88                          
Vardenis7255                  Pavardenis7255                4.68                          
Vardenis7258                  Pavardenis7258                4.36                          
Vardenis7259                  Pavardenis7259                4.28                          
Vardenis726                   Pavardenis726                 2.48                          
Vardenis7260                  Pavardenis7260                4.68                          
Vardenis7265                  Pavardenis7265                4.84                          
Vardenis7266                  Pavardenis7266                4.60                          
Vardenis7267                  Pavardenis7267                4.84                          
Vardenis7268                  Pavardenis7268                4.60                          
Vardenis727                   Pavardenis727                 2.88                          
Vardenis7273                  Pavardenis7273                4.84                          
Vardenis7274                  Pavardenis7274                4.60                          
Vardenis7276                  Pavardenis7276                4.84                          
Vardenis728                   Pavardenis728                 3.60                          
Vardenis7280                  Pavardenis7280                4.92                          
Vardenis7281                  Pavardenis7281                4.60                          
Vardenis7284                  Pavardenis7284                4.92                          
Vardenis7285                  Pavardenis7285                4.52                          
Vardenis7286                  Pavardenis7286                4.68                          
Vardenis7288                  Pavardenis7288                4.44                          
Vardenis729                   Pavardenis729                 3.04                          
Vardenis7293                  Pavardenis7293                4.76                          
Vardenis7297                  Pavardenis7297                4.84                          
Vardenis73                    Pavardenis73                  3.12                          
Vardenis730                   Pavardenis730                 3.84                          
Vardenis7301                  Pavardenis7301                4.76                          
Vardenis7304                  Pavardenis7304                4.52                          
Vardenis7306                  Pavardenis7306                4.68                          
Vardenis731                   Pavardenis731                 3.84                          
Vardenis7311                  Pavardenis7311                4.20                          
Vardenis7312                  Pavardenis7312                4.92                          
Vardenis7315                  Pavardenis7315                4.84                          
Vardenis732                   Pavardenis732                 3.92                          
Vardenis7320                  Pavardenis7320                4.20                          
Vardenis7321                  Pavardenis7321                4.92                          
Vardenis733                   Pavardenis733                 2.72                          
Vardenis7333                  Pavardenis7333                4.52                          
Vardenis7334                  Pavardenis7334                4.36                          
Vardenis7336                  Pavardenis7336                4.76                          
Vardenis734                   Pavardenis734                 3.84                          
Vardenis7345                  Pavardenis7345                4.84                          
Vardenis7348                  Pavardenis7348                4.76                          
Vardenis735                   Pavardenis735                 3.76                          
Vardenis7350                  Pavardenis7350                4.44                          
Vardenis7355                  Pavardenis7355                4.68                          
Vardenis736                   Pavardenis736                 2.80                          
Vardenis7363                  Pavardenis7363                4.84                          
Vardenis737                   Pavardenis737                 3.60                          
Vardenis7372                  Pavardenis7372                4.76                          
Vardenis7373                  Pavardenis7373                4.84                          
Vardenis7375                  Pavardenis7375                4.76                          
Vardenis738                   Pavardenis738                 4.40                          
Vardenis7380                  Pavardenis7380                4.84                          
Vardenis7385                  Pavardenis7385                4.20                          
Vardenis7386                  Pavardenis7386                4.92                          
Vardenis739                   Pavardenis739                 3.44                          
Vardenis7390                  Pavardenis7390                4.44                          
Vardenis7392                  Pavardenis7392                4.20                          
Vardenis7393                  Pavardenis7393                4.52                          
Vardenis7394                  Pavardenis7394                4.84                          
Vardenis7396                  Pavardenis7396                4.28                          
Vardenis7398                  Pavardenis7398                4.28                          
Vardenis74                    Pavardenis74                  3.20                          
Vardenis740                   Pavardenis740                 3.76                          
Vardenis7400                  Pavardenis7400                4.52                          
Vardenis7404                  Pavardenis7404                4.84                          
Vardenis7407                  Pavardenis7407                4.92                          
Vardenis7408                  Pavardenis7408                4.68                          
Vardenis7409                  Pavardenis7409                4.76                          
Vardenis741                   Pavardenis741                 2.88                          
Vardenis7414                  Pavardenis7414                4.44                          
Vardenis7415                  Pavardenis7415                4.68                          
Vardenis7417                  Pavardenis7417                4.76                          
Vardenis742                   Pavardenis742                 3.04                          
Vardenis7423                  Pavardenis7423                4.84                          
Vardenis7425                  Pavardenis7425                4.76                          
Vardenis7427                  Pavardenis7427                4.84                          
Vardenis7429                  Pavardenis7429                4.92                          
Vardenis743                   Pavardenis743                 4.40                          
Vardenis7430                  Pavardenis7430                4.76                          
Vardenis7431                  Pavardenis7431                4.84                          
Vardenis7432                  Pavardenis7432                4.92                          
Vardenis7433                  Pavardenis7433                4.84                          
Vardenis7435                  Pavardenis7435                4.44                          
Vardenis744                   Pavardenis744                 3.68                          
Vardenis7445                  Pavardenis7445                4.12                          
Vardenis745                   Pavardenis745                 4.00                          
Vardenis7450                  Pavardenis7450                4.84                          
Vardenis7452                  Pavardenis7452                3.88                          
Vardenis7454                  Pavardenis7454                4.92                          
Vardenis7455                  Pavardenis7455                4.68                          
Vardenis746                   Pavardenis746                 3.68                          
Vardenis7461                  Pavardenis7461                4.76                          
Vardenis7465                  Pavardenis7465                4.92                          
Vardenis7468                  Pavardenis7468                4.84                          
Vardenis747                   Pavardenis747                 3.20                          
Vardenis7474                  Pavardenis7474                4.68                          
Vardenis7478                  Pavardenis7478                4.76                          
Vardenis748                   Pavardenis748                 3.12                          
Vardenis7481                  Pavardenis7481                4.76                          
Vardenis7483                  Pavardenis7483                4.92                          
Vardenis7484                  Pavardenis7484                3.88                          
Vardenis7485                  Pavardenis7485                4.92                          
Vardenis749                   Pavardenis749                 3.28                          
Vardenis7490                  Pavardenis7490                4.92                          
Vardenis7492                  Pavardenis7492                4.52                          
Vardenis7496                  Pavardenis7496                4.68                          
Vardenis7497                  Pavardenis7497                4.36                          
Vardenis75                    Pavardenis75                  3.52                          
Vardenis750                   Pavardenis750                 3.04                          
Vardenis7502                  Pavardenis7502                4.60                          
Vardenis7504                  Pavardenis7504                4.36                          
Vardenis7505                  Pavardenis7505                4.92                          
Vardenis7508                  Pavardenis7508                4.20                          
Vardenis751                   Pavardenis751                 3.52                          
Vardenis7514                  Pavardenis7514                4.76                          
Vardenis7515                  Pavardenis7515                4.68                          
Vardenis7519                  Pavardenis7519                4.20                          
Vardenis752                   Pavardenis752                 3.52                          
Vardenis7523                  Pavardenis7523                4.60                          
Vardenis7524                  Pavardenis7524                4.04                          
Vardenis7525                  Pavardenis7525                4.52                          
Vardenis7529                  Pavardenis7529                3.96                          
Vardenis753                   Pavardenis753                 3.44                          
Vardenis7530                  Pavardenis7530                4.20                          
Vardenis7532                  Pavardenis7532                4.52                          
Vardenis7533                  Pavardenis7533                4.44                          
Vardenis7538                  Pavardenis7538                4.92                          
Vardenis754                   Pavardenis754                 2.72                          
Vardenis7541                  Pavardenis7541                4.60                          
Vardenis7547                  Pavardenis7547                4.68                          
Vardenis7548                  Pavardenis7548                4.68                          
Vardenis7549                  Pavardenis7549                4.92                          
Vardenis755                   Pavardenis755                 3.12                          
Vardenis7558                  Pavardenis7558                4.52                          
Vardenis756                   Pavardenis756                 4.24                          
Vardenis7562                  Pavardenis7562                4.52                          
Vardenis7563                  Pavardenis7563                4.60                          
Vardenis7564                  Pavardenis7564                4.28                          
Vardenis7565                  Pavardenis7565                4.68                          
Vardenis7566                  Pavardenis7566                4.28                          
Vardenis7567                  Pavardenis7567                4.92                          
Vardenis7568                  Pavardenis7568                4.12                          
Vardenis757                   Pavardenis757                 3.04                          
Vardenis7570                  Pavardenis7570                4.92                          
Vardenis7572                  Pavardenis7572                4.36                          
Vardenis7574                  Pavardenis7574                4.92                          
Vardenis7575                  Pavardenis7575                4.04                          
Vardenis7577                  Pavardenis7577                4.36                          
Vardenis758                   Pavardenis758                 3.20                          
Vardenis7584                  Pavardenis7584                4.36                          
Vardenis7587                  Pavardenis7587                4.36                          
Vardenis7588                  Pavardenis7588                4.28                          
Vardenis759                   Pavardenis759                 3.84                          
Vardenis7590                  Pavardenis7590                4.12                          
Vardenis7591                  Pavardenis7591                3.88                          
Vardenis7594                  Pavardenis7594                4.68                          
Vardenis7596                  Pavardenis7596                4.36                          
Vardenis7598                  Pavardenis7598                4.68                          
Vardenis76                    Pavardenis76                  2.88                          
Vardenis760                   Pavardenis760                 3.52                          
Vardenis7604                  Pavardenis7604                4.84                          
Vardenis761                   Pavardenis761                 3.36                          
Vardenis7611                  Pavardenis7611                4.76                          
Vardenis7612                  Pavardenis7612                3.96                          
Vardenis762                   Pavardenis762                 2.40                          
Vardenis7625                  Pavardenis7625                4.76                          
Vardenis7629                  Pavardenis7629                4.76                          
Vardenis763                   Pavardenis763                 4.08                          
Vardenis7631                  Pavardenis7631                4.60                          
Vardenis7637                  Pavardenis7637                4.28                          
Vardenis764                   Pavardenis764                 4.40                          
Vardenis7644                  Pavardenis7644                4.68                          
Vardenis7648                  Pavardenis7648                4.60                          
Vardenis765                   Pavardenis765                 2.72                          
Vardenis7650                  Pavardenis7650                4.84                          
Vardenis7651                  Pavardenis7651                4.84                          
Vardenis7652                  Pavardenis7652                4.60                          
Vardenis7656                  Pavardenis7656                4.92                          
Vardenis766                   Pavardenis766                 3.92                          
Vardenis7660                  Pavardenis7660                4.84                          
Vardenis7663                  Pavardenis7663                4.44                          
Vardenis7665                  Pavardenis7665                4.28                          
Vardenis7668                  Pavardenis7668                4.68                          
Vardenis767                   Pavardenis767                 4.24                          
Vardenis7670                  Pavardenis7670                4.28                          
Vardenis7673                  Pavardenis7673                4.92                          
Vardenis7676                  Pavardenis7676                4.84                          
Vardenis7678                  Pavardenis7678                4.76                          
Vardenis768                   Pavardenis768                 3.20                          
Vardenis7680                  Pavardenis7680                4.84                          
Vardenis7685                  Pavardenis7685                4.28                          
Vardenis7687                  Pavardenis7687                4.76                          
Vardenis7688                  Pavardenis7688                4.84                          
Vardenis7689                  Pavardenis7689                4.68                          
Vardenis769                   Pavardenis769                 3.92                          
Vardenis7692                  Pavardenis7692                4.52                          
Vardenis7699                  Pavardenis7699                4.84                          
Vardenis77                    Pavardenis77                  3.60                          
Vardenis770                   Pavardenis770                 3.28                          
Vardenis7700                  Pavardenis7700                4.84                          
Vardenis7701                  Pavardenis7701                3.96                          
Vardenis7709                  Pavardenis7709                4.20                          
Vardenis771                   Pavardenis771                 3.36                          
Vardenis7711                  Pavardenis7711                4.84                          
Vardenis7715                  Pavardenis7715                4.60                          
Vardenis7716                  Pavardenis7716                4.36                          
Vardenis7718                  Pavardenis7718                4.84                          
Vardenis772                   Pavardenis772                 3.44                          
Vardenis7721                  Pavardenis7721                4.92                          
Vardenis7729                  Pavardenis7729                4.68                          
Vardenis773                   Pavardenis773                 3.04                          
Vardenis7730                  Pavardenis7730                4.84                          
Vardenis774                   Pavardenis774                 3.44                          
Vardenis7744                  Pavardenis7744                4.92                          
Vardenis7745                  Pavardenis7745                4.76                          
Vardenis7746                  Pavardenis7746                4.76                          
Vardenis7749                  Pavardenis7749                4.68                          
Vardenis775                   Pavardenis775                 3.68                          
Vardenis7750                  Pavardenis7750                4.92                          
Vardenis7751                  Pavardenis7751                4.12                          
Vardenis7752                  Pavardenis7752                4.92                          
Vardenis7757                  Pavardenis7757                4.44                          
Vardenis7759                  Pavardenis7759                4.84                          
Vardenis776                   Pavardenis776                 3.52                          
Vardenis7761                  Pavardenis7761                4.84                          
Vardenis7762                  Pavardenis7762                4.60                          
Vardenis7764                  Pavardenis7764                4.20                          
Vardenis7767                  Pavardenis7767                4.68                          
Vardenis777                   Pavardenis777                 3.28                          
Vardenis7771                  Pavardenis7771                4.76                          
Vardenis7772                  Pavardenis7772                4.84                          
Vardenis7774                  Pavardenis7774                4.52                          
Vardenis778                   Pavardenis778                 3.92                          
Vardenis7780                  Pavardenis7780                4.84                          
Vardenis7783                  Pavardenis7783                4.52                          
Vardenis7788                  Pavardenis7788                4.84                          
Vardenis779                   Pavardenis779                 1.92                          
Vardenis7794                  Pavardenis7794                4.60                          
Vardenis7798                  Pavardenis7798                4.52                          
Vardenis78                    Pavardenis78                  2.64                          
Vardenis780                   Pavardenis780                 2.88                          
Vardenis7805                  Pavardenis7805                4.92                          
Vardenis7808                  Pavardenis7808                4.44                          
Vardenis781                   Pavardenis781                 3.52                          
Vardenis7813                  Pavardenis7813                4.84                          
Vardenis7816                  Pavardenis7816                4.60                          
Vardenis7819                  Pavardenis7819                4.28                          
Vardenis782                   Pavardenis782                 3.04                          
Vardenis7821                  Pavardenis7821                4.68                          
Vardenis7822                  Pavardenis7822                4.12                          
Vardenis7823                  Pavardenis7823                4.84                          
Vardenis7829                  Pavardenis7829                4.52                          
Vardenis783                   Pavardenis783                 2.80                          
Vardenis7830                  Pavardenis7830                4.60                          
Vardenis7836                  Pavardenis7836                4.76                          
Vardenis784                   Pavardenis784                 3.44                          
Vardenis7840                  Pavardenis7840                4.84                          
Vardenis7841                  Pavardenis7841                4.92                          
Vardenis7844                  Pavardenis7844                4.52                          
Vardenis7848                  Pavardenis7848                4.76                          
Vardenis785                   Pavardenis785                 3.28                          
Vardenis7850                  Pavardenis7850                4.68                          
Vardenis7859                  Pavardenis7859                4.92                          
Vardenis786                   Pavardenis786                 4.00                          
Vardenis7860                  Pavardenis7860                4.68                          
Vardenis7861                  Pavardenis7861                4.92                          
Vardenis7862                  Pavardenis7862                4.36                          
Vardenis7867                  Pavardenis7867                4.84                          
Vardenis7868                  Pavardenis7868                4.52                          
Vardenis787                   Pavardenis787                 3.76                          
Vardenis7871                  Pavardenis7871                4.68                          
Vardenis7873                  Pavardenis7873                4.28                          
Vardenis7876                  Pavardenis7876                4.76                          
Vardenis7877                  Pavardenis7877                4.44                          
Vardenis788                   Pavardenis788                 4.40                          
Vardenis7880                  Pavardenis7880                4.92                          
Vardenis789                   Pavardenis789                 3.84                          
Vardenis7895                  Pavardenis7895                4.76                          
Vardenis79                    Pavardenis79                  4.00                          
Vardenis790                   Pavardenis790                 2.48                          
Vardenis7900                  Pavardenis7900                4.52                          
Vardenis7902                  Pavardenis7902                4.60                          
Vardenis7903                  Pavardenis7903                4.68                          
Vardenis7904                  Pavardenis7904                4.68                          
Vardenis7906                  Pavardenis7906                4.92                          
Vardenis7908                  Pavardenis7908                4.52                          
Vardenis791                   Pavardenis791                 3.76                          
Vardenis7915                  Pavardenis7915                4.76                          
Vardenis7919                  Pavardenis7919                3.80                          
Vardenis792                   Pavardenis792                 3.36                          
Vardenis7920                  Pavardenis7920                4.68                          
Vardenis7921                  Pavardenis7921                4.84                          
Vardenis7923                  Pavardenis7923                4.60                          
Vardenis7924                  Pavardenis7924                4.20                          
Vardenis7925                  Pavardenis7925                4.44                          
Vardenis7928                  Pavardenis7928                4.84                          
Vardenis793                   Pavardenis793                 2.88                          
Vardenis7930                  Pavardenis7930                4.60                          
Vardenis7935                  Pavardenis7935                4.68                          
Vardenis7938                  Pavardenis7938                4.92                          
Vardenis794                   Pavardenis794                 2.72                          
Vardenis7941                  Pavardenis7941                4.52                          
Vardenis7943                  Pavardenis7943                4.20                          
Vardenis7947                  Pavardenis7947                4.92                          
Vardenis7948                  Pavardenis7948                4.60                          
Vardenis795                   Pavardenis795                 2.88                          
Vardenis7950                  Pavardenis7950                4.52                          
Vardenis7951                  Pavardenis7951                4.68                          
Vardenis7953                  Pavardenis7953                4.60                          
